ID,Uniqueid,Lat,Long,School,Address,City,Zip,Phone,Grades,BoundaryGrades,GradesLong,Type,Typenum,Classification,Boundary,Marker,Polygon,ProgramType,Rating,Count,Growth,Attainment,Culture,Mobility,Dress,ADA,Reading,Math,ACT,Graduation,College
610182,525,41.993942,-87.724043,SOLOMON,6206 N Hamlin Ave,"Chicago, IL",60659,1(773)534-5226,_PK-8,_K-8,"_PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.728646,41.990143,0.0 -87.71399,41.99033,0.0 -87.7141,41.994456,0.0 -87.714013,41.994632,0.0 -87.711994,41.996486,0.0 -87.711782,41.996886,0.0 -87.711741,41.997356,0.0 -87.716039,41.9973,0.0 -87.728915,41.997247,0.0 -87.72887,41.991221,0.0 -87.72882,41.990747,0.0 -87.728646,41.990143,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Specific_Aptitude||Early_Childhood_Program||,Level 1+,356,Far Above Average,Far Above Average,Organized,9,Yes,Generally Accessible,98th,99th,,,
610183,526,41.884876,-87.750445,SPENCER,214 N Lavergne Ave,"Chicago, IL",60644,1(773)534-6150,_PK-8,_K-8,"_PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.750421,41.887332,0.0 -87.750449,41.887874,0.0 -87.752901,41.88785,0.0 -87.755343,41.887817,0.0 -87.755324,41.887209,0.0 -87.756539,41.887271,0.0 -87.756363,41.882362,0.0 -87.755146,41.882372,0.0 -87.755002,41.878479,0.0 -87.754972,41.877662,0.0 -87.754969,41.877574,0.0 -87.745183,41.877701,0.0 -87.745198,41.878047,0.0 -87.742746,41.878079,0.0 -87.742879,41.881853,0.0 -87.743039,41.886464,0.0 -87.750412,41.886919,0.0 -87.750421,41.887332,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Magnet_Cluster_Technology||Early_Childhood_Program||,Level 2,782,Below Average,Far Below Average,Partially Organized,28.7,Yes,Generally Accessible,5th,9th,,,
610184,527,41.847747,-87.700184,SPRY ES,2400 S Marshall Blvd,"Chicago, IL",60623,1(773)534-1700,_PK-8,_K-8,"_PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Citywide,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.699044,41.850039,0.0 -87.699094,41.851861,0.0 -87.702818,41.851807,0.0 -87.70259,41.84456,0.0 -87.700154,41.844621,0.0 -87.699981,41.839053,0.0 -87.69993,41.837332,0.0 -87.695035,41.837419,0.0 -87.695278,41.846458,0.0 -87.697752,41.846431,0.0 -87.697797,41.847859,0.0 -87.698703,41.847872,0.0 -87.698965,41.84808,0.0 -87.699044,41.850039,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Magnet_Cluster_Fine_Performing_Arts||Early_Childhood_Program||,Level 1,612,Above Average,Average,Moderately Organized,14.2,Yes,No/Unknown Accessibility,15th,51st,,,
610185,528,41.747107,-87.731666,STEVENSON,8010 S Kostner Ave,"Chicago, IL",60652,1(773)535-2280,_PK-8,_K-8,"_PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.721685,41.742187,0.0 -87.722044,41.753468,0.0 -87.722152,41.754343,0.0 -87.722174,41.755093,0.0 -87.732757,41.754964,0.0 -87.733072,41.754852,0.0 -87.733829,41.754301,0.0 -87.734133,41.754133,0.0 -87.735423,41.754039,0.0 -87.735762,41.75386,0.0 -87.736183,41.75355,0.0 -87.736584,41.753442,0.0 -87.737587,41.753441,0.0 -87.738301,41.753727,0.0 -87.739549,41.753932,0.0 -87.740492,41.754354,0.0 -87.741527,41.754357,0.0 -87.741109,41.741905,0.0 -87.740586,41.741977,0.0 -87.735706,41.742041,0.0 -87.73499,41.741954,0.0 -87.721685,41.742187,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Comprehensive_Gifted||Early_Childhood_Program||,Level 1,1309,Average,Above Average,Well Organized,16.8,Yes,Generally Accessible,76th,84th,,,
610188,529,41.696496,-87.639974,DUNNE,10845 S Union Ave,"Chicago, IL",60628,1(773)535-5517,_PK-8,_K-8,"_PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.633149,41.703405,0.0 -87.637875,41.703346,0.0 -87.637858,41.702801,0.0 -87.640284,41.70277,0.0 -87.640412,41.706956,0.0 -87.64284,41.706925,0.0 -87.642783,41.705103,0.0 -87.642384,41.692364,0.0 -87.632851,41.692477,0.0 -87.6331,41.701585,0.0 -87.633149,41.703405,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Magnet_Cluster_STEM||Early_Childhood_Program||,Level 2,264,Below Average,Average,Well Organized,19.2,Yes,Generally Accessible,56th,51st,,,
610191,530,41.995359,-87.684793,STONE,6239 N Leavitt St,"Chicago, IL",60659,1(773)534-2045,_K-8,,"_K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Elementary Magnet,Citywide,blue_circle,,Magnet_Elem_Scholastic_Academy||Specific_Aptitude||,Level 1+,625,Far Above Average,Far Above Average,Organized,4.5,Yes,Generally Accessible,99th,98th,,,
610192,531,41.911938,-87.713318,STOWE,3444 W Wabansia Ave,"Chicago, IL",60647,1(773)534-4175,_PK-8,_K-8,"_PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.70686,41.913724,0.0 -87.706922,41.915586,0.0 -87.708617,41.91557,0.0 -87.715104,41.915494,0.0 -87.715045,41.913577,0.0 -87.716662,41.913557,0.0 -87.716664,41.913648,0.0 -87.719113,41.913628,0.0 -87.721559,41.913599,0.0 -87.721555,41.913491,0.0 -87.726449,41.913446,0.0 -87.726338,41.909945,0.0 -87.726336,41.909895,0.0 -87.725306,41.909908,0.0 -87.720375,41.909955,0.0 -87.706966,41.910123,0.0 -87.706817,41.91041,0.0 -87.706776,41.910844,0.0 -87.70686,41.913724,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Magnet_Cluster_Fine_Performing_Arts||Early_Childhood_Program||,Level 2,744,Below Average,Below Average,Organized,17.5,Yes,No/Unknown Accessibility,10th,30th,,,
610193,532,41.743829,-87.542928,NEW SULLIVAN,8331 S Mackinaw Ave,"Chicago, IL",60617,1(773)535-6585,_PK-8,_K-8,"_PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.542775,41.752004,0.0 -87.54307,41.752084,0.0 -87.5525,41.751924,0.0 -87.551778,41.751025,0.0 -87.55176,41.750117,0.0 -87.551686,41.746389,0.0 -87.551609,41.743566,0.0 -87.551385,41.742568,0.0 -87.550594,41.741937,0.0 -87.549752,41.741049,0.0 -87.549204,41.740288,0.0 -87.548795,41.739527,0.0 -87.54847,41.738637,0.0 -87.548275,41.73754,0.0 -87.548087,41.737434,0.0 -87.54031,41.737518,0.0 -87.536892,41.737603,0.0 -87.533877,41.737858,0.0 -87.533141,41.737882,0.0 -87.529574,41.738297,0.0 -87.529737,41.739601,0.0 -87.52982,41.739822,0.0 -87.52978,41.739854,0.0 -87.529862,41.740615,0.0 -87.539836,41.740505,0.0 -87.539861,41.741021,0.0 -87.530693,41.741125,0.0 -87.530194,41.741272,0.0 -87.530115,41.741245,0.0 -87.529892,41.741337,0.0 -87.524469,41.741394,0.0 -87.524468,41.741476,0.0 -87.529416,41.741432,0.0 -87.529879,41.741662,0.0 -87.529954,41.741765,0.0 -87.530001,41.742223,0.0 -87.530081,41.742385,0.0 -87.530711,41.746921,0.0 -87.530872,41.747929,0.0 -87.530965,41.748111,0.0 -87.531957,41.748589,0.0 -87.533191,41.749089,0.0 -87.534617,41.749593,0.0 -87.538872,41.751358,0.0 -87.54043,41.751919,0.0 -87.541157,41.751983,0.0 -87.542775,41.752004,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Magnet_Cluster_Fine_Performing_Arts||Early_Childhood_Program||,Level 2,481,Above Average,Below Average,Organized,41,Yes,Fully Accessible,12th,13th,,,
610194,533,41.870828,-87.733524,SUMNER,4320 W 5th Ave,"Chicago, IL",60624,1(773)534-6730,_PK-8,_K-8,"_PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.722953,41.872577,0.0 -87.722984,41.87347,0.0 -87.720371,41.873523,0.0 -87.720379,41.873791,0.0 -87.732781,41.873616,0.0 -87.733238,41.873593,0.0 -87.73404,41.873472,0.0 -87.73522,41.87314,0.0 -87.735894,41.872879,0.0 -87.737303,41.872216,0.0 -87.737854,41.872015,0.0 -87.738909,41.871738,0.0 -87.740188,41.871583,0.0 -87.739988,41.865967,0.0 -87.73007,41.86611,0.0 -87.730205,41.869973,0.0 -87.728986,41.86999,0.0 -87.729054,41.871991,0.0 -87.725411,41.873004,0.0 -87.725406,41.872539,0.0 -87.722953,41.872577,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Early_Childhood_Program||,Level 1,277,Average,Average,Well Organized,22.2,Yes,No/Unknown Accessibility,44th,60th,,,
610195,534,41.711445,-87.676821,SUTHERLAND,10015 S Leavitt St,"Chicago, IL",60643,1(773)535-2580,_K-8,_K-8,"_K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.66157,41.717865,0.0 -87.662613,41.719954,0.0 -87.662669,41.720187,0.0 -87.662689,41.721223,0.0 -87.664325,41.721199,0.0 -87.663899,41.720341,0.0 -87.663179,41.71836,0.0 -87.663245,41.718344,0.0 -87.665941,41.717878,0.0 -87.667355,41.71785,0.0 -87.667401,41.719389,0.0 -87.667645,41.719335,0.0 -87.669096,41.719312,0.0 -87.669044,41.717497,0.0 -87.681961,41.717292,0.0 -87.681847,41.71367,0.0 -87.691735,41.713573,0.0 -87.691525,41.707211,0.0 -87.691415,41.704634,0.0 -87.69136,41.700969,0.0 -87.691263,41.700786,0.0 -87.681453,41.700914,0.0 -87.681393,41.699087,0.0 -87.679867,41.699066,0.0 -87.670005,41.699251,0.0 -87.668813,41.709255,0.0 -87.6686,41.710236,0.0 -87.667221,41.710267,0.0 -87.667246,41.711154,0.0 -87.6627,41.711218,0.0 -87.662581,41.711224,0.0 -87.662489,41.711302,0.0 -87.660513,41.71133,0.0 -87.661599,41.71399,0.0 -87.659648,41.714014,0.0 -87.66157,41.717865,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Magnet_Cluster_IB||,Level 1,696,Above Average,Far Above Average,Not Yet Organized,6.2,No,Generally Accessible,97th,87th,,,
610196,535,41.989139,-87.658296,SWIFT,5900 N Winthrop Ave,"Chicago, IL",60660,1(773)534-2695,_PK-8,_K-8,"_PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.654214,41.996026,0.0 -87.654391,41.997252,0.0 -87.654396,41.997646,0.0 -87.654515,41.998202,0.0 -87.655588,41.999619,0.0 -87.65598,42.00075,0.0 -87.655926,42.000961,0.0 -87.655968,42.001197,0.0 -87.65617,42.001599,0.0 -87.660751,42.00154,0.0 -87.660666,41.99905,0.0 -87.660551,41.998197,0.0 -87.66055,41.998185,0.0 -87.660412,41.99456,0.0 -87.6603,41.990924,0.0 -87.66517,41.990864,0.0 -87.665144,41.989796,0.0 -87.665081,41.987736,0.0 -87.664865,41.987731,0.0 -87.66476,41.987681,0.0 -87.661622,41.985759,0.0 -87.66142,41.985745,0.0 -87.661381,41.984434,0.0 -87.660074,41.98363,0.0 -87.65592,41.9837,0.0 -87.654991,41.983841,0.0 -87.652399,41.983892,0.0 -87.650544,41.983842,0.0 -87.650227,41.984677,0.0 -87.649358,41.986401,0.0 -87.649735,41.985754,0.0 -87.650233,41.985889,0.0 -87.650586,41.986058,0.0 -87.652696,41.988098,0.0 -87.653426,41.98887,0.0 -87.653907,41.989487,0.0 -87.653976,41.989687,0.0 -87.653963,41.989835,0.0 -87.65389,41.989892,0.0 -87.653687,41.989866,0.0 -87.65363,41.989944,0.0 -87.653842,41.990293,0.0 -87.653974,41.990294,0.0 -87.65405,41.990223,0.0 -87.654124,41.990265,0.0 -87.654171,41.990896,0.0 -87.654293,41.99093,0.0 -87.65432,41.991057,0.0 -87.654222,41.992291,0.0 -87.654079,41.992448,0.0 -87.654004,41.993039,0.0 -87.654059,41.993102,0.0 -87.654396,41.993144,0.0 -87.654525,41.993402,0.0 -87.654413,41.993483,0.0 -87.654396,41.993867,0.0 -87.654236,41.993896,0.0 -87.654218,41.994175,0.0 -87.654272,41.994304,0.0 -87.654374,41.994335,0.0 -87.6544,41.994546,0.0 -87.654555,41.994544,0.0 -87.654438,41.995267,0.0 -87.654597,41.995671,0.0 -87.654475,41.995942,0.0 -87.65441,41.995977,0.0 -87.654251,41.995943,0.0 -87.654214,41.996026,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Magnet_Cluster_Fine_Performing_Arts||Early_Childhood_Program||,Level 1,726,Average,Above Average,Moderately Organized,18.3,No,Generally Accessible,64th,82nd,,,
610197,536,41.892405,-87.673723,TALCOTT,1840 W Ohio St,"Chicago, IL",60622,1(773)534-7130,_PK-8,_K-8,"_PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.667348,41.897895,0.0 -87.667398,41.899716,0.0 -87.669845,41.899677,0.0 -87.674717,41.899599,0.0 -87.674617,41.895959,0.0 -87.679506,41.895876,0.0 -87.679296,41.888696,0.0 -87.674407,41.888768,0.0 -87.667074,41.88886,0.0 -87.667348,41.897895,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Magnet_Cluster_Fine_Performing_Arts||Early_Childhood_Program||,Level 1,542,Above Average,Average,Organized,10.8,Yes,Generally Accessible,67th,69th,,,
610198,537,41.71547,-87.532971,TAYLOR,9912 S Avenue H,"Chicago, IL",60617,1(773)535-6240,_PK-8,_K-8,"_PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.529486,41.732351,0.0 -87.529257,41.733021,0.0 -87.532871,41.731529,0.0 -87.537262,41.72963,0.0 -87.53942,41.728801,0.0 -87.540428,41.72829,0.0 -87.541405,41.727594,0.0 -87.541908,41.727144,0.0 -87.542257,41.726587,0.0 -87.543003,41.724036,0.0 -87.543168,41.723321,0.0 -87.54315,41.72287,0.0 -87.542964,41.72164,0.0 -87.542698,41.720824,0.0 -87.54271,41.720514,0.0 -87.542895,41.720142,0.0 -87.543036,41.719151,0.0 -87.543172,41.718698,0.0 -87.543183,41.718117,0.0 -87.543036,41.717155,0.0 -87.542426,41.716446,0.0 -87.542324,41.715869,0.0 -87.542195,41.715749,0.0 -87.542186,41.715651,0.0 -87.542217,41.71463,0.0 -87.54245,41.713829,0.0 -87.536492,41.713891,0.0 -87.535881,41.713376,0.0 -87.530401,41.708248,0.0 -87.527783,41.705869,0.0 -87.526481,41.704553,0.0 -87.524534,41.70275,0.0 -87.524541,41.70849,0.0 -87.524917,41.708692,0.0 -87.525025,41.708923,0.0 -87.524749,41.709116,0.0 -87.524823,41.709184,0.0 -87.52538,41.708835,0.0 -87.525684,41.709093,0.0 -87.525231,41.709376,0.0 -87.525166,41.709329,0.0 -87.525136,41.709352,0.0 -87.525267,41.709481,0.0 -87.525344,41.709521,0.0 -87.525313,41.709469,0.0 -87.525775,41.709164,0.0 -87.526226,41.709547,0.0 -87.525535,41.709945,0.0 -87.525263,41.709721,0.0 -87.525128,41.709743,0.0 -87.524887,41.709413,0.0 -87.524766,41.709341,0.0 -87.524382,41.709267,0.0 -87.524157,41.709318,0.0 -87.52415,41.709388,0.0 -87.524574,41.709581,0.0 -87.525045,41.709953,0.0 -87.525476,41.710137,0.0 -87.525634,41.710348,0.0 -87.525756,41.710419,0.0 -87.526003,41.710358,0.0 -87.526027,41.710263,0.0 -87.525906,41.710152,0.0 -87.526057,41.710009,0.0 -87.526478,41.709972,0.0 -87.52694,41.710085,0.0 -87.527558,41.710509,0.0 -87.528087,41.710941,0.0 -87.528115,41.711039,0.0 -87.525173,41.713335,0.0 -87.525232,41.713376,0.0 -87.526392,41.712443,0.0 -87.527159,41.712969,0.0 -87.527573,41.713429,0.0 -87.527982,41.714257,0.0 -87.528305,41.715412,0.0 -87.52836,41.71608,0.0 -87.527908,41.716462,0.0 -87.527307,41.716833,0.0 -87.526994,41.716958,0.0 -87.526797,41.71689,0.0 -87.526802,41.716999,0.0 -87.526525,41.717092,0.0 -87.526611,41.717244,0.0 -87.526523,41.717274,0.0 -87.526427,41.717122,0.0 -87.525818,41.717339,0.0 -87.524474,41.717411,0.0 -87.52451,41.717983,0.0 -87.524363,41.718328,0.0 -87.52484,41.718365,0.0 -87.525182,41.718468,0.0 -87.525429,41.718706,0.0 -87.5255,41.718855,0.0 -87.525614,41.719443,0.0 -87.525491,41.72073,0.0 -87.52546,41.720805,0.0 -87.525142,41.720738,0.0 -87.525087,41.720856,0.0 -87.525414,41.720928,0.0 -87.525098,41.721423,0.0 -87.524824,41.721187,0.0 -87.524705,41.721262,0.0 -87.525008,41.721531,0.0 -87.524697,41.721802,0.0 -87.524517,41.7218,0.0 -87.524694,41.731101,0.0 -87.524739,41.731229,0.0 -87.524954,41.731416,0.0 -87.525228,41.731528,0.0 -87.528956,41.732057,0.0 -87.529141,41.732095,0.0 -87.529274,41.732291,0.0 -87.529486,41.732351,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Early_Childhood_Program||,Level 2,499,Average,Below Average,Partially Organized,22.7,Yes,No/Unknown Accessibility,26th,30th,,,
610199,538,41.677505,-87.658111,COLEMON,1441 W 119th St,"Chicago, IL",60643,1(773)535-3975,_PK-8,_K-8,"_PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.659659,41.670329,0.0 -87.656423,41.673079,0.0 -87.656506,41.675794,0.0 -87.655192,41.675812,0.0 -87.655265,41.677636,0.0 -87.661371,41.677552,0.0 -87.661156,41.670343,0.0 -87.659659,41.670329,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Early_Childhood_Program||,Level 1,265,Above Average,Average,Well Organized,6.3,Yes,No/Unknown Accessibility,54th,53rd,,,
610200,539,41.733324,-87.54428,THORP J,8914 S Buffalo Ave,"Chicago, IL",60617,1(773)535-6250,_PK-8,_K-8,"_PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.529257,41.733021,0.0 -87.528961,41.733776,0.0 -87.52903,41.733824,0.0 -87.529128,41.73498,0.0 -87.529283,41.735903,0.0 -87.529248,41.736019,0.0 -87.529297,41.736099,0.0 -87.529437,41.737559,0.0 -87.529574,41.738297,0.0 -87.533141,41.737882,0.0 -87.533877,41.737858,0.0 -87.536892,41.737603,0.0 -87.54031,41.737518,0.0 -87.548087,41.737434,0.0 -87.548085,41.737324,0.0 -87.548198,41.737322,0.0 -87.548171,41.737157,0.0 -87.548125,41.737158,0.0 -87.547994,41.731841,0.0 -87.548067,41.73184,0.0 -87.548055,41.73059,0.0 -87.548041,41.730013,0.0 -87.547949,41.730014,0.0 -87.547917,41.728721,0.0 -87.54799,41.72872,0.0 -87.547983,41.728404,0.0 -87.54791,41.728405,0.0 -87.547904,41.728186,0.0 -87.547794,41.728187,0.0 -87.547785,41.727817,0.0 -87.547895,41.727815,0.0 -87.547873,41.726935,0.0 -87.547764,41.726937,0.0 -87.547763,41.726896,0.0 -87.547872,41.726894,0.0 -87.547849,41.725943,0.0 -87.547805,41.725944,0.0 -87.547802,41.725842,0.0 -87.547783,41.72357,0.0 -87.546886,41.723725,0.0 -87.546122,41.723175,0.0 -87.545683,41.722828,0.0 -87.54315,41.72287,0.0 -87.543168,41.723321,0.0 -87.543003,41.724036,0.0 -87.542257,41.726587,0.0 -87.541908,41.727144,0.0 -87.541405,41.727594,0.0 -87.540428,41.72829,0.0 -87.53942,41.728801,0.0 -87.537262,41.72963,0.0 -87.532871,41.731529,0.0 -87.529257,41.733021,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Early_Childhood_Program||,Level 2,347,Above Average,Below Average,Partially Organized,34.9,Yes,Generally Accessible,14th,8th,,,
610201,540,41.948571,-87.777631,THORP O,6024 W Warwick Ave,"Chicago, IL",60634,1(773)534-3640,_K-8,,"_K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Elementary Magnet,Citywide,blue_circle,,Magnet_Elem_Scholastic_Academy||Comprehensive_Gifted||,Level 1+,843,Above Average,Far Above Average,Organized,5.6,Yes,No/Unknown Accessibility,96th,97th,,,
610202,541,41.884102,-87.730566,TILTON,223 N Keeler Ave,"Chicago, IL",60624,1(773)534-6746,_PK-8,_K-8,"_PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.726149,41.887778,0.0 -87.738166,41.88764,0.0 -87.738169,41.88771,0.0 -87.740748,41.887678,0.0 -87.740697,41.886325,0.0 -87.743039,41.886464,0.0 -87.742879,41.881853,0.0 -87.733071,41.881965,0.0 -87.733037,41.88082,0.0 -87.733031,41.880647,0.0 -87.73058,41.880675,0.0 -87.730547,41.87971,0.0 -87.728094,41.879739,0.0 -87.725643,41.87977,0.0 -87.725676,41.880735,0.0 -87.720759,41.880797,0.0 -87.720926,41.885212,0.0 -87.725811,41.885475,0.0 -87.725874,41.887777,0.0 -87.726149,41.887778,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Magnet_Cluster_STEM||Early_Childhood_Program||,Level 2+,354,Average,Below Average,Well Organized,38.3,Yes,Generally Accessible,9th,20th,,,
610203,542,41.787523,-87.708179,TONTI,5815 S Homan Ave,"Chicago, IL",60629,1(773)535-9280,_PK-5,_K-5,"_PK, K, 1, 2, 3, 4, 5",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.695983,41.784337,0.0 -87.69604,41.786374,0.0 -87.696141,41.790015,0.0 -87.697362,41.789994,0.0 -87.71081,41.789776,0.0 -87.710715,41.78643,0.0 -87.710628,41.785813,0.0 -87.710582,41.784323,0.0 -87.708157,41.784359,0.0 -87.708048,41.780732,0.0 -87.703193,41.780803,0.0 -87.703252,41.782615,0.0 -87.695937,41.782731,0.0 -87.695983,41.784337,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Early_Childhood_Program||,Level 1,1116,Above Average,Average,Moderately Organized,12.1,Yes,No/Unknown Accessibility,48th,69th,,,
610206,543,41.799046,-87.758928,TWAIN,5134 S Lotus Ave,"Chicago, IL",60638,1(773)535-2290,_PK-8,_K-8,"_PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.738013,41.793931,0.0 -87.738271,41.804041,0.0 -87.752841,41.803851,0.0 -87.752742,41.800195,0.0 -87.764287,41.800053,0.0 -87.77471,41.799819,0.0 -87.774716,41.799639,0.0 -87.774548,41.793852,0.0 -87.774507,41.792502,0.0 -87.764854,41.792695,0.0 -87.764631,41.787194,0.0 -87.764239,41.787207,0.0 -87.762096,41.787261,0.0 -87.762307,41.792743,0.0 -87.737858,41.79308,0.0 -87.737887,41.793759,0.0 -87.738013,41.793931,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Early_Childhood_Program||,Level 1+,1185,Far Above Average,Far Above Average,Well Organized,8.4,Yes,Generally Accessible,87th,90th,,,
610207,544,41.720817,-87.665559,VANDERPOEL,9510 S Prospect Ave,"Chicago, IL",60643,1(773)535-2690,_K-8,,"_K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Elementary Magnet,Citywide,blue_circle,,Magnet_Elem_Humanities_Fine_Performing_Arts||,Level 2+,293,Average,Above Average,Well Organized,3,Yes,Generally Accessible,76th,49th,,,
610208,545,41.696262,-87.627148,LAVIZZO,138 W 109th St,"Chicago, IL",60628,1(773)535-5300,_PK-8,_K-8,"_PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.618547,41.703544,0.0 -87.623422,41.70347,0.0 -87.623423,41.703527,0.0 -87.628185,41.703466,0.0 -87.628138,41.70165,0.0 -87.6331,41.701585,0.0 -87.632851,41.692477,0.0 -87.627913,41.692534,0.0 -87.619643,41.692637,0.0 -87.618267,41.692659,0.0 -87.618349,41.696302,0.0 -87.617122,41.696327,0.0 -87.617174,41.698147,0.0 -87.618404,41.698126,0.0 -87.618547,41.703544,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Early_Childhood_Program||,Level 1,408,Above Average,Below Average,Well Organized,42.2,Yes,Fully Accessible,15th,27th,,,
610209,546,41.971634,-87.724605,VOLTA,4950 N Avers Ave,"Chicago, IL",60625,1(773)534-5080,_PK-8,_K-8,"_PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.715814,41.968384,0.0 -87.715994,41.975672,0.0 -87.728239,41.97554,0.0 -87.728033,41.96825,0.0 -87.715814,41.968384,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Early_Childhood_Program||,Level 1,954,Average,Average,Organized,15.6,Yes,No/Unknown Accessibility,47th,65th,,,
610212,547,41.971504,-87.710609,ALBANY PARK,4929 N Sawyer Ave,"Chicago, IL",60625,1(773)534-5108,_7-8,_7-8,"_7, 8",Middle School,2,Attendance Area School,Attendance Area School,orange_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.708661,41.974803,0.0 -87.708687,41.975756,0.0 -87.715994,41.975672,0.0 -87.715814,41.968384,0.0 -87.713369,41.968409,0.0 -87.713327,41.967013,0.0 -87.71328,41.965549,0.0 -87.710838,41.965572,0.0 -87.71081,41.964688,0.0 -87.708361,41.964707,0.0 -87.705917,41.964726,0.0 -87.705979,41.966656,0.0 -87.703533,41.966674,0.0 -87.703611,41.968502,0.0 -87.701082,41.968523,0.0 -87.701445,41.96895,0.0 -87.701551,41.969205,0.0 -87.701889,41.969553,0.0 -87.702027,41.969632,0.0 -87.70257,41.97024,0.0 -87.703225,41.971249,0.0 -87.703575,41.971961,0.0 -87.703831,41.973061,0.0 -87.704043,41.973559,0.0 -87.704786,41.973963,0.0 -87.707797,41.974676,0.0 -87.708657,41.974689,0.0 -87.708661,41.974803,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",,Level 1,286,Average,Above Average,Well Organized,9.9,Yes,Fully Accessible,70th,79th,,,
