ID,Uniqueid,Lat,Long,School,Address,City,Zip,Phone,Grades,BoundaryGrades,GradesLong,Type,Typenum,Classification,Boundary,Marker,Polygon,ProgramType,Rating,Count,Growth,Attainment,Culture,Mobility,Dress,ADA,Reading,Math,ACT,Graduation,College
609762,200,41.705859,-87.653749,JULIAN HS,10330 S ELIZABETH ST,"Chicago, IL",60643,(773)535-5170,9-12,9-12,"9,10,11,12",High School,3,Attendance Area School,Attendance Area School,red_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.633562,41.714449,0.0 -87.633573,41.714929,0.0 -87.646975,41.714755,0.0 -87.648642,41.714723,0.0 -87.649446,41.714543,0.0 -87.650598,41.714136,0.0 -87.651486,41.713621,0.0 -87.651899,41.713961,0.0 -87.652032,41.714128,0.0 -87.653199,41.714095,0.0 -87.653326,41.714091,0.0 -87.654326,41.7114,0.0 -87.658282,41.711358,0.0 -87.656079,41.707009,0.0 -87.656025,41.706793,0.0 -87.658747,41.699451,0.0 -87.65284,41.699534,0.0 -87.649176,41.69228,0.0 -87.632851,41.692477,0.0 -87.63305,41.699761,0.0 -87.628094,41.699822,0.0 -87.628302,41.707109,0.0 -87.633249,41.707049,0.0 -87.633447,41.714332,0.0 -87.63356,41.71433,0.0 -87.633562,41.714449,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",CTE_CCA||IB||,Level 2,613,Below Average,Far Below Average,Well Organized,25.8,Y,Generally accessible,,,14.7,74.4,40.4
609764,201,41.852667,-87.663732,JUAREZ HS,2150 S LAFLIN ST,"Chicago, IL",60608,(773)534-7030,9-12,9-12,"9,10,11,12",High School,3,Attendance Area School,Attendance Area School,red_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.634514,41.859392,0.0 -87.63452,41.860081,0.0 -87.673085,41.859521,0.0 -87.673605,41.859525,0.0 -87.673609,41.859683,0.0 -87.676048,41.859315,0.0 -87.68051,41.858673,0.0 -87.683609,41.85788,0.0 -87.685112,41.857625,0.0 -87.685819,41.857414,0.0 -87.685807,41.857333,0.0 -87.69068,41.856247,0.0 -87.690344,41.844764,0.0 -87.685453,41.844846,0.0 -87.685331,41.8428,0.0 -87.685222,41.838773,0.0 -87.685024,41.837882,0.0 -87.683343,41.838365,0.0 -87.677623,41.840247,0.0 -87.677064,41.840556,0.0 -87.675747,41.841506,0.0 -87.674883,41.841751,0.0 -87.674324,41.842018,0.0 -87.672869,41.842842,0.0 -87.669937,41.843991,0.0 -87.667509,41.84483,0.0 -87.667224,41.84491,0.0 -87.66674,41.84495,0.0 -87.66537,41.844906,0.0 -87.664913,41.844716,0.0 -87.663925,41.844008,0.0 -87.663783,41.844299,0.0 -87.663456,41.844511,0.0 -87.661644,41.845354,0.0 -87.660423,41.846049,0.0 -87.658907,41.847178,0.0 -87.657601,41.847974,0.0 -87.657052,41.848221,0.0 -87.656679,41.848327,0.0 -87.656306,41.848362,0.0 -87.653415,41.847969,0.0 -87.653059,41.847955,0.0 -87.651584,41.848184,0.0 -87.651009,41.848314,0.0 -87.649643,41.848404,0.0 -87.648649,41.848623,0.0 -87.646806,41.849219,0.0 -87.645856,41.849392,0.0 -87.644895,41.849425,0.0 -87.64398,41.849515,0.0 -87.643321,41.849701,0.0 -87.642646,41.850032,0.0 -87.642188,41.850463,0.0 -87.641153,41.851801,0.0 -87.6394,41.854293,0.0 -87.63905,41.854576,0.0 -87.637484,41.855338,0.0 -87.63696,41.8557,0.0 -87.636167,41.8563,0.0 -87.635499,41.856946,0.0 -87.635327,41.857233,0.0 -87.635164,41.85773,0.0 -87.635099,41.858207,0.0 -87.634789,41.858919,0.0 -87.63457,41.859223,0.0 -87.634514,41.859392,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",CTE_CCA||IB||,Level 2+,1596,Below Average,Below Average,Moderately Organized,7,N,Generally accessible,,,16.5,80.9,50.6
609766,202,41.960364,-87.764663,VAUGHN HS,4355 N LINDER AVE,"Chicago, IL",60641,(773)534-3600,9-12,,"9,10,11,12",High School,3,Special Education,Citywide,red_circle,,,Inability to Rate,207,No Data Available,No Data Available,Well Organized,,N,Generally accessible,,,,27.8,10.8
609768,203,41.793553,-87.641244,HOPE HS,5515 S LOWE AVE,"Chicago, IL",60621,(773)535-3160,9-12,9-12,"9,10,11,12",High School,3,Attendance Area School,Attendance Area School,red_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.628648,41.793668,0.0 -87.628664,41.794248,0.0 -87.640349,41.79404,0.0 -87.663209,41.793684,0.0 -87.679162,41.793505,0.0 -87.678975,41.786574,0.0 -87.680431,41.786465,0.0 -87.68039,41.784767,0.0 -87.672972,41.784826,0.0 -87.654647,41.785072,0.0 -87.65469,41.786894,0.0 -87.631285,41.78724,0.0 -87.628471,41.787319,0.0 -87.628552,41.790038,0.0 -87.628604,41.790038,0.0 -87.628614,41.792382,0.0 -87.628673,41.792381,0.0 -87.628704,41.79355,0.0 -87.628645,41.793551,0.0 -87.628648,41.793668,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",,Level 2,140,Below Average,Far Below Average,Well Organized,36.7,Y,No/unknown accessibility,,,14.7,71.4,44.8
609769,204,41.849675,-87.625315,GRAHAM HS,2347 S WABASH AVE,"Chicago, IL",60616,(773)534-9257,9-12,,"9,10,11,12",High School,3,Special Education,Citywide,red_circle,,,Inability to Rate,121,No Data Available,No Data Available,Well Organized,,Y,Fully Accessible,,,,,3.7
609772,205,41.698739,-87.532976,ADDAMS,10810 S AVENUE H,"Chicago, IL",60617,(773)535-6210,PK-8,7-8,"PK,K,1,2,3,4,5,6,7,8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.524619,41.69543,0.0 -87.524544,41.700876,0.0 -87.529892,41.7009,0.0 -87.530457,41.700903,0.0 -87.530462,41.695458,0.0 -87.524619,41.69543,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Comprehensive_Gifted||,Level 1+,779,Above Average,Above Average,Organized,13.2,Y,No/unknown accessibility,71st,66th,,,
609772,206,41.698739,-87.532976,ADDAMS,10810 S AVENUE H,"Chicago, IL",60617,(773)535-6210,PK-8,K-8,"PK,K,1,2,3,4,5,6,7,8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.538919,41.700944,0.0 -87.543783,41.700959,0.0 -87.543772,41.70277,0.0 -87.545911,41.702775,0.0 -87.546243,41.70235,0.0 -87.547119,41.701502,0.0 -87.548038,41.700936,0.0 -87.551163,41.699712,0.0 -87.551704,41.699396,0.0 -87.55247,41.698467,0.0 -87.553306,41.697225,0.0 -87.553371,41.69692,0.0 -87.553324,41.696304,0.0 -87.553139,41.69584,0.0 -87.552884,41.695415,0.0 -87.543964,41.695528,0.0 -87.530462,41.695458,0.0 -87.530457,41.700903,0.0 -87.538919,41.700944,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Comprehensive_Gifted||,Level 1+,779,Above Average,Above Average,Organized,13.2,Y,No/unknown accessibility,71st,66th,,,
609773,207,41.934126,-87.656229,AGASSIZ,2851 N SEMINARY AVE,"Chicago, IL",60657,(773)534-5725,PK-8,K-8,"PK,K,1,2,3,4,5,6,7,8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.647829,41.936434,0.0 -87.649222,41.938171,0.0 -87.649272,41.939989,0.0 -87.658974,41.939846,0.0 -87.658908,41.938024,0.0 -87.661299,41.937989,0.0 -87.661204,41.934345,0.0 -87.661047,41.928895,0.0 -87.65374,41.929016,0.0 -87.653864,41.932646,0.0 -87.651444,41.932687,0.0 -87.651573,41.936327,0.0 -87.647829,41.936434,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",,Level 1,505,Above Average,Above Average,Well Organized,7.3,N,Fully Accessible,84th,64th,,,
609774,208,41.92985,-87.646413,ALCOTT ES,2625 N ORCHARD ST,"Chicago, IL",60614,(773)534-5460,PK-8,K-8,"PK,K,1,2,3,4,5,6,7,8",Elementary School,1,Citywide,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.645478,41.933537,0.0 -87.647829,41.936434,0.0 -87.651573,41.936327,0.0 -87.651444,41.932687,0.0 -87.653864,41.932646,0.0 -87.65374,41.929016,0.0 -87.648767,41.925462,0.0 -87.646342,41.925501,0.0 -87.64638,41.926697,0.0 -87.642093,41.926775,0.0 -87.641341,41.927018,0.0 -87.641225,41.926819,0.0 -87.63919,41.927484,0.0 -87.639172,41.926975,0.0 -87.639122,41.92562,0.0 -87.633968,41.925725,0.0 -87.63232,41.925947,0.0 -87.629606,41.92645,0.0 -87.629645,41.926808,0.0 -87.629797,41.927087,0.0 -87.630333,41.927635,0.0 -87.630617,41.928004,0.0 -87.630402,41.92809,0.0 -87.6307,41.92861,0.0 -87.630916,41.929329,0.0 -87.631004,41.929908,0.0 -87.631005,41.930415,0.0 -87.630958,41.93082,0.0 -87.630703,41.931607,0.0 -87.63071,41.931956,0.0 -87.630916,41.932255,0.0 -87.631233,41.932419,0.0 -87.631072,41.932566,0.0 -87.631086,41.932604,0.0 -87.631167,41.932587,0.0 -87.631289,41.932435,0.0 -87.631706,41.93246,0.0 -87.631704,41.932596,0.0 -87.631529,41.932612,0.0 -87.631413,41.932706,0.0 -87.631391,41.932956,0.0 -87.630784,41.932998,0.0 -87.630776,41.932583,0.0 -87.630691,41.93253,0.0 -87.630714,41.932877,0.0 -87.630403,41.932994,0.0 -87.630177,41.933341,0.0 -87.634971,41.933355,0.0 -87.636116,41.933165,0.0 -87.636245,41.932862,0.0 -87.637351,41.932939,0.0 -87.638095,41.93294,0.0 -87.644892,41.932808,0.0 -87.645478,41.933537,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",,Level 1+,639,Above Average,Far Above Average,Organized,7,Y,No/unknown accessibility,97th,97th,,,
609777,209,41.833854,-87.650653,ARMOUR,950 W 33RD PL,"Chicago, IL",60608,(773)535-4530,PK-8,K-8,"PK,K,1,2,3,4,5,6,7,8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.661757,41.837845,0.0 -87.661916,41.837904,0.0 -87.663022,41.839215,0.0 -87.664046,41.838701,0.0 -87.663445,41.837813,0.0 -87.663084,41.836831,0.0 -87.662492,41.836149,0.0 -87.661996,41.835698,0.0 -87.661677,41.835261,0.0 -87.661293,41.834871,0.0 -87.66036,41.834378,0.0 -87.658664,41.832564,0.0 -87.657435,41.831205,0.0 -87.657372,41.830891,0.0 -87.657391,41.830608,0.0 -87.646112,41.830758,0.0 -87.6462,41.834407,0.0 -87.646246,41.836471,0.0 -87.651111,41.836402,0.0 -87.651105,41.836171,0.0 -87.658393,41.836074,0.0 -87.658418,41.836982,0.0 -87.660811,41.836947,0.0 -87.660856,41.837856,0.0 -87.661757,41.837845,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",,Level 1,277,Above Average,Average,Well Organized,21.5,Y,Fully Accessible,62nd,42nd,,,
609779,210,42.01015,-87.684442,ARMSTRONG G,2110 W GREENLEAF AVE,"Chicago, IL",60645,(773)534-2150,PK-8,5-8,"PK,K,1,2,3,4,5,6,7,8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.67579,42.012624,0.0 -87.675817,42.013753,0.0 -87.680287,42.01366,0.0 -87.683092,42.012331,0.0 -87.681936,42.009063,0.0 -87.680176,42.005214,0.0 -87.675233,42.00531,0.0 -87.675412,42.011402,0.0 -87.675765,42.011396,0.0 -87.67579,42.012624,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",,Level 1+,1448,Far Above Average,Above Average,Well Organized,17.7,Y,No/unknown accessibility,70th,75th,,,
609779,211,42.01015,-87.684442,ARMSTRONG G,2110 W GREENLEAF AVE,"Chicago, IL",60645,(773)534-2150,PK-8,K-8,"PK,K,1,2,3,4,5,6,7,8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.688389,42.019527,0.0 -87.690179,42.019536,0.0 -87.690183,42.019302,0.0 -87.690252,42.0125,0.0 -87.690213,42.010471,0.0 -87.694981,42.010374,0.0 -87.694978,42.009468,0.0 -87.694972,42.008567,0.0 -87.690168,42.008638,0.0 -87.689889,41.997738,0.0 -87.689829,41.995919,0.0 -87.684937,41.996003,0.0 -87.685016,41.997821,0.0 -87.681362,41.997883,0.0 -87.68142,41.999695,0.0 -87.680201,41.999715,0.0 -87.680262,42.001592,0.0 -87.678523,42.001625,0.0 -87.680176,42.005214,0.0 -87.681936,42.009063,0.0 -87.683092,42.012331,0.0 -87.680392,42.01361,0.0 -87.6805,42.013747,0.0 -87.68049,42.01513,0.0 -87.684088,42.015159,0.0 -87.684187,42.015541,0.0 -87.684659,42.019493,0.0 -87.688389,42.019527,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",,Level 1+,1448,Far Above Average,Above Average,Well Organized,17.7,Y,No/unknown accessibility,70th,75th,,,
609780,212,41.916045,-87.721742,MARINE LEADERSHIP AT AMES HS,1920 N HAMLIN AVE,"Chicago, IL",60647,(773)534-4970,7-12,,"7,8,9,10,11,12",High School,3,Citywide,Citywide,red_circle,,,Level 1+,843,Average,Below Average,Well Organized,11,N,Fully Accessible,67th,63rd,18.4,,46.2
609782,213,41.945062,-87.681041,AUDUBON,3500 N HOYNE AVE,"Chicago, IL",60618,(773)534-5470,PK-8,K-8,"PK,K,1,2,3,4,5,6,7,8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.676082,41.944887,0.0 -87.676186,41.948728,0.0 -87.683466,41.94863,0.0 -87.683412,41.946808,0.0 -87.684625,41.946792,0.0 -87.684571,41.944971,0.0 -87.688212,41.944927,0.0 -87.688263,41.946739,0.0 -87.69621,41.946704,0.0 -87.696207,41.94666,0.0 -87.695434,41.943212,0.0 -87.695284,41.942774,0.0 -87.694597,41.941707,0.0 -87.694088,41.941031,0.0 -87.693639,41.940263,0.0 -87.693383,41.939994,0.0 -87.693065,41.939785,0.0 -87.6928,41.939531,0.0 -87.692572,41.939434,0.0 -87.687917,41.939468,0.0 -87.678361,41.939581,0.0 -87.678434,41.94231,0.0 -87.676011,41.942342,0.0 -87.676082,41.944887,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Magnet_Cluster_Technology||,Level 1+,584,Above Average,Far Above Average,Partially Organized,12.2,N,No/unknown accessibility,94th,89th,,,
609783,214,41.867832,-87.680418,JEFFERSON HS,1100 S HAMILTON AVE,"Chicago, IL",60612,(312)433-7110,6-12,,"6,7,8,9,10,11,12",High School,3,Citywide-Option,Citywide,red_circle,,,Inability to Rate,275,No Data Available,No Data Available,Not Yet Organized,,N,No/unknown accessibility,,,,1.3,
609786,215,41.748247,-87.591654,AVALON PARK,8045 S KENWOOD AVE,"Chicago, IL",60619,(773)535-6615,PK-8,K-8,"PK,K,1,2,3,4,5,6,7,8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.597367,41.756867,0.0 -87.597416,41.756978,0.0 -87.597629,41.757174,0.0 -87.598069,41.757382,0.0 -87.598427,41.757208,0.0 -87.598913,41.756873,0.0 -87.599087,41.756836,0.0 -87.601688,41.756806,0.0 -87.601553,41.751334,0.0 -87.601507,41.749661,0.0 -87.601503,41.749505,0.0 -87.597792,41.749541,0.0 -87.600721,41.736713,0.0 -87.595587,41.736787,0.0 -87.590281,41.73686,0.0 -87.590456,41.74415,0.0 -87.585381,41.744213,0.0 -87.585468,41.748363,0.0 -87.585629,41.749771,0.0 -87.595493,41.756868,0.0 -87.597367,41.756867,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Magnet_Cluster_Fine_Performing_Arts||,Level 1+,279,Far Above Average,Average,Well Organized,53.2,Y,No/unknown accessibility,47th,44th,,,
609788,216,41.705131,-87.658074,BARNARD,10354 S CHARLES ST,"Chicago, IL",60643,(773)535-2625,PK-8,K-8,"PK,K,1,2,3,4,5,6,7,8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.658282,41.711358,0.0 -87.659648,41.714014,0.0 -87.661599,41.71399,0.0 -87.660513,41.71133,0.0 -87.662489,41.711302,0.0 -87.662581,41.711224,0.0 -87.6627,41.711218,0.0 -87.667246,41.711154,0.0 -87.667221,41.710267,0.0 -87.6686,41.710236,0.0 -87.668813,41.709255,0.0 -87.670005,41.699251,0.0 -87.669947,41.699253,0.0 -87.658747,41.699451,0.0 -87.656025,41.706793,0.0 -87.656079,41.707009,0.0 -87.658282,41.711358,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Magnet_Cluster_IB||,Level 1,320,Above Average,Average,Well Organized,15.4,Y,Generally accessible,55th,35th,,,
609789,217,41.932511,-87.739388,BARRY,2828 N KILBOURN AVE,"Chicago, IL",60641,(773)534-3455,PK-6,K-6,"PK,K,1,2,3,4,5,6",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.733575,41.935359,0.0 -87.733591,41.93539,0.0 -87.733914,41.935358,0.0 -87.734056,41.935387,0.0 -87.740046,41.935278,0.0 -87.742179,41.93528,0.0 -87.742047,41.931692,0.0 -87.74194,41.931693,0.0 -87.741937,41.931602,0.0 -87.744152,41.931573,0.0 -87.744221,41.933398,0.0 -87.746673,41.933363,0.0 -87.746451,41.927917,0.0 -87.746383,41.926268,0.0 -87.746382,41.926238,0.0 -87.741914,41.926295,0.0 -87.741842,41.924308,0.0 -87.737792,41.924361,0.0 -87.734124,41.924404,0.0 -87.734235,41.928031,0.0 -87.729713,41.928087,0.0 -87.729772,41.9282,0.0 -87.729826,41.928199,0.0 -87.73166,41.931739,0.0 -87.733575,41.935359,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",,Level 1,731,Above Average,Below Average,Organized,15.6,Y,No/unknown accessibility,36th,35th,,,
609790,218,41.754194,-87.670927,BARTON,7650 S WOLCOTT AVE,"Chicago, IL",60620,(773)535-3260,PK-8,K-8,"PK,K,1,2,3,4,5,6,7,8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.662139,41.75761,0.0 -87.662141,41.757668,0.0 -87.663399,41.75765,0.0 -87.663397,41.757549,0.0 -87.663611,41.757545,0.0 -87.67844,41.75738,0.0 -87.680499,41.757355,0.0 -87.680501,41.757445,0.0 -87.683054,41.757414,0.0 -87.682855,41.75017,0.0 -87.682853,41.750111,0.0 -87.680477,41.75013,0.0 -87.663443,41.750365,0.0 -87.660212,41.75041,0.0 -87.660296,41.754048,0.0 -87.658689,41.754072,0.0 -87.65878,41.757631,0.0 -87.662138,41.757572,0.0 -87.662139,41.75761,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",,Level 2+,449,Above Average,Below Average,Organized,30.4,Y,No/unknown accessibility,16th,9th,,,
609791,219,41.774246,-87.653532,BASS,1140 W 66TH ST,"Chicago, IL",60621,(773)535-3275,PK-8,K-8,"PK,K,1,2,3,4,5,6,7,8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.64956,41.776201,0.0 -87.649649,41.779682,0.0 -87.654508,41.779616,0.0 -87.664227,41.779472,0.0 -87.664027,41.7722,0.0 -87.659172,41.77227,0.0 -87.659119,41.77045,0.0 -87.658971,41.770451,0.0 -87.651839,41.770557,0.0 -87.651887,41.772377,0.0 -87.648241,41.772429,0.0 -87.648342,41.776065,0.0 -87.649555,41.776048,0.0 -87.64956,41.776201,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",,Level 2,448,Below Average,Below Average,Organized,36.5,Y,No/unknown accessibility,12th,10th,,,
609792,220,41.95822,-87.702151,BATEMAN,4220 N RICHMOND ST,"Chicago, IL",60618,(773)534-5055,PK-8,K-8,"PK,K,1,2,3,4,5,6,7,8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.694752,41.961281,0.0 -87.703363,41.961227,0.0 -87.703533,41.966674,0.0 -87.705979,41.966656,0.0 -87.705917,41.964726,0.0 -87.708361,41.964707,0.0 -87.708254,41.961195,0.0 -87.709478,41.961183,0.0 -87.709422,41.959473,0.0 -87.709419,41.959361,0.0 -87.710642,41.959353,0.0 -87.710471,41.9539,0.0 -87.694549,41.954,0.0 -87.694449,41.954667,0.0 -87.694471,41.955378,0.0 -87.694398,41.955888,0.0 -87.694372,41.956833,0.0 -87.69428,41.956858,0.0 -87.694273,41.957038,0.0 -87.694382,41.957068,0.0 -87.694352,41.957642,0.0 -87.694444,41.958518,0.0 -87.694586,41.959212,0.0 -87.694752,41.961281,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Comprehensive_Gifted||,Level 1+,1053,Above Average,Average,Well Organized,9.4,Y,Generally accessible,59th,45th,,,
609793,221,41.784942,-87.647453,NICHOLSON,6006 S PEORIA ST,"Chicago, IL",60621,(773)535-3285,PK-8,K-8,"PK,K,1,2,3,4,5,6,7,8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.654788,41.790623,0.0 -87.65487,41.79381,0.0 -87.657298,41.79377,0.0 -87.657262,41.792319,0.0 -87.663311,41.792232,0.0 -87.663228,41.788869,0.0 -87.66322,41.788593,0.0 -87.659597,41.788645,0.0 -87.659546,41.786824,0.0 -87.65469,41.786894,0.0 -87.654508,41.779616,0.0 -87.649649,41.779682,0.0 -87.648612,41.779667,0.0 -87.648232,41.779705,0.0 -87.644792,41.779758,0.0 -87.644853,41.782165,0.0 -87.644025,41.782176,0.0 -87.64369,41.782231,0.0 -87.643362,41.782165,0.0 -87.64296,41.781951,0.0 -87.642693,41.781575,0.0 -87.642627,41.780297,0.0 -87.642315,41.779995,0.0 -87.641913,41.779802,0.0 -87.637509,41.779876,0.0 -87.637531,41.781741,0.0 -87.635102,41.781781,0.0 -87.635121,41.782545,0.0 -87.631282,41.782602,0.0 -87.631351,41.785563,0.0 -87.631285,41.78724,0.0 -87.640176,41.787115,0.0 -87.640231,41.788946,0.0 -87.645022,41.788854,0.0 -87.652311,41.788749,0.0 -87.652359,41.790569,0.0 -87.654786,41.790531,0.0 -87.654788,41.790623,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Magnet_Cluster_STEM||,Level 2+,515,Average,Below Average,Well Organized,52.4,Y,Generally accessible,14th,17th,,,
609794,222,41.971506,-87.709304,EDISON,4929 N SAWYER AVE,"Chicago, IL",60625,(773)534-0540,K-8,,"K,1,2,3,4,5,6,7,8",Elementary School,1,Regional Gifted Center,Citywide,blue_circle,,Selective_Enrollment_RGC||,Level 1+,275,Above Average,Far Above Average,Well Organized,2.2,N,Fully Accessible,99th,99th,,,
609795,223,41.867813,-87.770418,CLARK ES,1045 S MONITOR AVE,"Chicago, IL",60644,(773)534-6225,PK-8,K-8,"PK,K,1,2,3,4,5,6,7,8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.764432,41.870974,0.0 -87.764505,41.871303,0.0 -87.76624,41.871099,0.0 -87.768012,41.870991,0.0 -87.770471,41.870989,0.0 -87.771034,41.870939,0.0 -87.774323,41.871095,0.0 -87.774145,41.865467,0.0 -87.764314,41.865609,0.0 -87.764339,41.866241,0.0 -87.764217,41.866869,0.0 -87.76419,41.867615,0.0 -87.764298,41.870553,0.0 -87.764398,41.870662,0.0 -87.764432,41.870974,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Magnet_Cluster_Fine_Performing_Arts||,Level 2+,249,Below Average,Average,Well Organized,17.1,Y,Generally accessible,65th,49th,,,
609796,224,41.972394,-87.757565,BEAUBIEN,5025 N LARAMIE AVE,"Chicago, IL",60630,(773)534-3500,PK-8,K-8,"PK,K,1,2,3,4,5,6,7,8",Elementary School,1,Attendance Area School/Regional Gifted Center,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.75496,41.977229,0.0 -87.758272,41.979262,0.0 -87.758729,41.978832,0.0 -87.758758,41.976808,0.0 -87.7603,41.976071,0.0 -87.760269,41.9752,0.0 -87.765802,41.975135,0.0 -87.766317,41.975715,0.0 -87.768487,41.975691,0.0 -87.768554,41.971712,0.0 -87.767607,41.971456,0.0 -87.767566,41.970337,0.0 -87.762076,41.968844,0.0 -87.761465,41.968714,0.0 -87.760756,41.967885,0.0 -87.760602,41.967711,0.0 -87.757405,41.96401,0.0 -87.75684,41.964265,0.0 -87.747084,41.964387,0.0 -87.74721,41.965851,0.0 -87.747242,41.968602,0.0 -87.747458,41.970862,0.0 -87.747589,41.975982,0.0 -87.747507,41.976728,0.0 -87.746866,41.978544,0.0 -87.746781,41.979005,0.0 -87.748119,41.97899,0.0 -87.755379,41.978892,0.0 -87.755323,41.978393,0.0 -87.754743,41.977295,0.0 -87.75474,41.977095,0.0 -87.75496,41.977229,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",Selective_Enrollment_RGC||,Level 1+,1101,Above Average,Far Above Average,Well Organized,6.9,N,No/unknown accessibility,97th,95th,,,
609797,225,41.885321,-87.705855,BEIDLER,3151 W WALNUT ST,"Chicago, IL",60612,(773)534-6811,PK-8,K-8,"PK,K,1,2,3,4,5,6,7,8",Elementary School,1,Attendance Area School,Attendance Area School,blue_blank,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.711232,41.888368,0.0 -87.713669,41.888332,0.0 -87.713642,41.887433,0.0 -87.716092,41.887397,0.0 -87.716025,41.884928,0.0 -87.711125,41.884644,0.0 -87.711011,41.880925,0.0 -87.706129,41.880981,0.0 -87.706225,41.88436,0.0 -87.701297,41.884084,0.0 -87.701416,41.888169,0.0 -87.701426,41.888306,0.0 -87.706343,41.888244,0.0 -87.706338,41.888107,0.0 -87.711222,41.888046,0.0 -87.711232,41.888368,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",,Level 2,476,Below Average,Below Average,Organized,28.4,Y,Generally accessible,25th,37th,,,
